Gene_Name	essential_mouse_knockout	non_essential_mouse_knockout
PDE6C	N	Y
FRA10AC1	N	N
LGI1	N	Y
SLC35G1	N	N
PLCE1	N	Y
NOC3L	N	N
TBC1D12	N	N
HELLS	Y	N
CYP2C18	N	N
CYP2C19	N	N
CYP2C9	N	N
CYP2C8	N	N
C10orf129	N	N
PDLIM1	N	N
SORBS1	N	Y
RP11-476E15.3	N	N
ALDH18A1	N	N
TCTN3	N	N
ENTPD1	N	Y
C10orf131	N	N
CC2D2B	N	N
CCNJ	N	N
BLNK	N	Y
DNTT	N	Y
OPALIN	N	N
TLL2	N	Y
TM9SF3	N	N
PIK3AP1	N	Y
LCOR	N	N
C10orf12	N	N
ARHGAP19	N	Y
SLIT1	N	N
FRAT1	N	Y
FRAT2	N	Y
RRP12	N	N
AL355490.1	N	N
PGAM1	N	N
EXOSC1	N	N
ZDHHC16	N	N
MMS19	N	N
UBTD1	N	N
ANKRD2	N	N
HOGA1	N	N
PI4K2A	N	Y
RP11-548K23.11	N	N
C10orf62	N	N
MORN4	N	N
AVPI1	N	N
MARVELD1	N	N
ZFYVE27	N	N
SFRP5	N	Y
GOLGA7B	N	N
CRTAC1	N	Y
R3HCC1L	N	N
LOXL4	N	N
PYROXD2	N	N
HPS1	N	Y
HPSE2	N	N
CNNM1	N	N
GOT1	N	N
NKX2-3	Y	N
SLC25A28	N	N
ENTPD7	N	N
CUTC	N	N
COX15	Y	N
ABCC2	N	Y
DNMBP	N	N
CPN1	N	Y
ERLIN1	N	N
CHUK	Y	N
CWF19L1	N	N
BLOC1S2	N	N
PKD2L1	N	Y
SCD	Y	N
WNT8B	N	N
SEC31B	N	N
RP11-411B6.6	N	N
NDUFB8	N	N
HIF1AN	N	Y
PAX2	Y	N
FAM178A	N	N
MRPL43	N	N
SEMA4G	N	Y
C10orf2	N	N
LZTS2	N	N
PDZD7	N	N
SFXN3	N	N
KAZALD1	N	N
TLX1	N	Y
LBX1	Y	N
BTRC	N	Y
DPCD	N	N
POLL	Y	N
FBXW4	N	Y
FGF8	Y	N
NPM3	N	N
MGEA5	N	N
KCNIP2	N	Y
C10orf76	N	N
HPS6	N	Y
LDB1	Y	N
PPRC1	N	N
NOLC1	N	N
ELOVL3	N	Y
PITX3	N	Y
GBF1	N	N
NFKB2	N	Y
PSD	N	N
FBXL15	N	N
CUEDC2	N	N
C10orf95	N	N
TMEM180	N	N
ACTR1A	N	N
SUFU	Y	N
TRIM8	N	N
ARL3	Y	N
SFXN2	N	N
WBP1L	N	N
CYP17A1	Y	N
C10orf32	N	N
AS3MT	N	Y
CNNM2	N	N
NT5C2	N	N
INA	N	Y
PCGF6	N	N
TAF5	N	N
USMG5	N	N
PDCD11	N	N
CALHM2	N	N
CALHM1	N	N
CALHM3	N	N
NEURL	N	Y
SH3PXD2A	N	N
OBFC1	N	N
SLK	N	N
COL17A1	Y	N
SFR1	N	N
WDR96	N	N
GSTO1	N	N
GSTO2	N	N
ITPRIP	N	Y
CCDC147	N	N
SORCS3	N	N
SORCS1	N	Y
XPNPEP1	N	N
RP11-451M19.3	N	N
ADD3	N	Y
MXI1	N	Y
SMNDC1	N	N
DUSP5	N	N
SMC3	N	N
RBM20	N	N
PDCD4	N	Y
BBIP1	N	N
SHOC2	Y	N
ADRA2A	N	Y
GPAM	N	Y
TECTB	N	Y
ACSL5	N	N
ZDHHC6	N	N
VTI1A	N	Y
TCF7L2	Y	N
HABP2	N	N
NRAP	N	N
CASP7	N	Y
PLEKHS1	N	N
DCLRE1A	N	Y
NHLRC2	N	N
AL162407.1	N	N
ADRB1	Y	N
C10orf118	N	N
TDRD1	N	Y
VWA2	N	N
AFAP1L2	N	N
ABLIM1	N	Y
FAM160B1	N	N
TRUB1	N	N
ATRNL1	N	N
GFRA1	Y	N
CCDC172	N	N
PNLIPRP3	N	N
PNLIP	N	Y
PNLIPRP1	N	N
C10orf82	N	N
HSPA12A	N	N
ENO4	N	N
KIAA1598	N	N
VAX1	Y	N
KCNK18	N	Y
SLC18A2	Y	N
PDZD8	N	N
EMX2	Y	N
RAB11FIP2	N	N
FAM204A	N	N
PRLHR	N	Y
CACUL1	N	N
NANOS1	N	Y
EIF3A	N	N
FAM45A	N	N
SFXN4	N	N
PRDX3	N	Y
GRK5	N	Y
RGS10	Y	N
TIAL1	Y	N
BAG3	Y	N
INPP5F	N	Y
MCMBP	N	N
SEC23IP	N	Y
PPAPDC1A	N	N
C10orf85	N	N
WDR11	N	N
FGFR2	Y	N
ATE1	Y	N
NSMCE4A	N	N
TACC2	N	Y
BTBD16	N	N
PLEKHA1	Y	N
ARMS2	N	N
HTRA1	N	N
DMBT1	Y	N
C10orf120	N	N
CUZD1	N	Y
FAM24B	N	N
FAM24A	N	N
C10orf88	N	N
PSTK	N	N
IKZF5	N	N
ACADSB	N	N
HMX3	Y	N
HMX2	Y	N
BUB3	Y	N
GPR26	N	N
CPXM2	N	N
CHST15	N	Y
OAT	Y	N
NKX1-2	N	N
LHPP	N	N
RP11-12J10.3	N	N
FAM53B	N	N
METTL10	N	N
FAM175B	N	N
ZRANB1	N	N
CTBP2	Y	N
C10orf122	N	N
C10orf137	N	N
AL158835.1	N	N
MMP21	N	N
UROS	Y	N
BCCIP	N	N
DHX32	N	N
FANK1	N	N
ADAM12	Y	N
C10orf90	N	N
DOCK1	Y	N
FAM196A	N	N
NPS	N	N
FOXI2	N	N
CLRN3	N	N
PTPRE	N	Y
MKI67	N	N
MGMT	N	Y
EBF3	Y	N
GLRX3	Y	N
TCERG1L	N	N
AL450307.1	N	N
PPP2R2D	N	N
BNIP3	N	Y
JAKMIP3	N	N
DPYSL4	N	Y
STK32C	N	N
LRRC27	N	N
PWWP2B	N	N
C10orf91	N	N
INPP5A	Y	N
NKX6-2	N	Y
TTC40	N	N
GPR123	N	N
KNDC1	N	Y
UTF1	N	N
VENTX	N	N
ADAM8	N	Y
TUBGCP2	N	N
ZNF511	N	N
CALY	N	Y
PRAP1	N	N
C10orf125	N	N
ECHS1	N	N
PAOX	N	N
MTG1	N	N
SPRN	N	N
RP11-108K14.4	N	N
CYP2E1	N	Y
SYCE1	N	Y
AL161645.1	N	N
FRG2B	N	N
BET1L	N	N
SCGB1C1	N	N
ODF3	N	N
RIC8A	Y	N
SIRT3	N	Y
PSMD13	N	N
NLRP6	N	Y
ATHL1	N	N
IFITM5	N	N
IFITM2	N	N
IFITM1	N	N
IFITM3	N	N
B4GALNT4	N	N
PKP3	N	Y
SIGIRR	N	Y
ANO9	N	N
PTDSS2	N	Y
RNH1	N	N
HRAS	N	Y
LRRC56	N	N
C11orf35	N	N
RASSF7	N	N
PHRF1	N	N
IRF7	N	Y
CDHR5	N	N
SCT	N	Y
DRD4	N	Y
DEAF1	Y	N
EPS8L2	N	N
TMEM80	N	N
TALDO1	N	Y
PDDC1	N	N
AP006621.5	N	N
CEND1	N	Y
SLC25A22	N	N
PIDD	N	Y
RPLP2	N	N
PNPLA2	N	Y
EFCAB4A	N	N
CD151	N	Y
POLR2L	N	N
TSPAN4	N	N
CHID1	N	N
AP2A2	N	N
MUC6	N	N
MUC2	N	Y
MUC5AC	N	Y
MUC5B	N	N
TOLLIP	N	Y
BRSK2	N	Y
MOB2	N	N
DUSP8	N	N
KRTAP5-1	N	N
KRTAP5-2	N	N
KRTAP5-3	N	N
KRTAP5-4	N	N
KRTAP5-5	N	N
KRTAP5-6	N	N
IFITM10	N	N
RP11-295K3.1	N	N
CTSD	N	Y
SYT8	N	N
TNNI2	N	N
LSP1	N	Y
C11orf89	N	N
TNNT3	N	N
MRPL23	N	N
IGF2	Y	N
INS-IGF2	N	N
IGF2-AS	N	N
INS	Y	N
TH	Y	N
ASCL2	Y	N
C11orf21	N	N
TSPAN32	N	Y
CD81	N	Y
TSSC4	N	N
TRPM5	N	Y
KCNQ1	N	Y
CDKN1C	Y	N
SLC22A18AS	N	N
SLC22A18	N	N
PHLDA2	N	Y
NAP1L4	N	N
AC131971.1	N	N
CARS	N	N
OSBPL5	N	N
MRGPRG	N	N
C11orf36	N	N
MRGPRE	N	N
ZNF195	N	N
ART5	N	N
ART1	N	N
CHRNA10	N	Y
NUP98	Y	N
PGAP2	N	N
RHOG	N	Y
STIM1	Y	N
RRM1	N	N
OR52B4	N	N
TRIM21	N	Y
OR52K2	N	N
OR52K1	N	N
OR52M1	N	N
C11orf40	N	N
OR52I2	N	N
OR52I1	N	N
TRIM68	N	N
OR51D1	N	N
OR51E1	N	N
OR51E2	N	Y
OR51C1P	N	N
MMP26	N	N
AC103710.1	N	N
OR51F1	N	N
OR52R1	N	N
OR51F2	N	N
OR51S1	N	N
OR51H1P	N	N
OR51T1	N	N
OR51A7	N	N
OR51G2	N	N
OR51G1	N	N
OR51A4	N	N
OR51A2	N	N
OR51L1	N	N
OR52J3	N	N
OR52E2	N	N
OR52A5	N	N
OR52A1	N	N
OR51V1	N	N
HBB	N	N
HBD	N	N
HBG1	N	N
HBG2	N	N
HBE1	N	N
OR51B4	N	N
OR51B2	N	N
OR51B5	N	N
OR51B6	N	N
OR51M1	N	N
OR51J1	N	N
OR51Q1	N	N
OR51I1	N	N
OR51I2	N	N
OR52D1	N	N
UBQLN3	N	N
UBQLNL	N	N
OR52H1	N	N
OR52B6	N	N
TRIM6	N	N
TRIM34	N	N
TRIM6-TRIM34	N	N
TRIM5	N	N
TRIM22	N	N
OR56B1	N	N
OR52N4	N	N
OR52N5	N	N
OR52N1	N	N
OR52N2	N	N
OR52E6	N	N
OR52E8	N	N
OR52E4	N	N
OR56A3	N	N
OR52L1	N	N
OR56A4	N	N
OR56A1	N	N
OR56B4	N	N
AC111177.1	N	N
AC022762.1	N	N
OR52B2	N	N
OR52W1	N	N
C11orf42	N	N
FAM160A2	N	N
CNGA4	N	Y
CCKBR	N	Y
PRKCDBP	N	N
SMPD1	N	Y
APBB1	N	Y
HPX	N	Y
TRIM3	N	Y
ARFIP2	N	N
FXC1	N	N
CTD-2010I16.2	N	N
DNHD1	N	N
RRP8	N	N
ILK	Y	N
TAF10	Y	N
TPP1	Y	N
DCHS1	Y	N
MRPL17	N	N
OR2AG2	N	N
OR2AG1	N	N
OR6A2	N	N
OR10A5	N	Y
OR10A2	N	Y
OR10A4	N	Y
OR2D2	N	N
OR2D3	N	N
ZNF215	N	N
ZNF214	N	N
NLRP14	N	N
RBMXL2	N	N
SYT9	N	N
OLFML1	N	N
PPFIBP2	N	N
CYB5R2	N	N
OR10AB1P	N	N
OR5P2	N	N
OR5P3	N	N
OR10A6	N	N
OR10A3	N	N
NLRP10	N	N
EIF3F	N	N
TUB	N	Y
RIC3	N	N
LMO1	N	Y
STK33	N	N
TRIM66	N	N
RPL27A	Y	N
ST5	N	N
AKIP1	N	N
C11orf16	N	N
ASCL3	N	Y
TMEM9B	N	N
NRIP3	N	N
SCUBE2	N	N
DENND5A	N	N
TMEM41B	N	N
IPO7	N	N
ZNF143	N	Y
WEE1	Y	N
SWAP70	N	Y
SBF2	N	Y
ADM	Y	N
AMPD3	N	N
MTRNR2L8	N	N
RNF141	N	N
LYVE1	N	Y
MRVI1	N	Y
CTR9	N	N
EIF4G2	Y	N
ZBED5	N	N
GALNTL4	N	N
USP47	N	Y
DKK3	N	Y
MICAL2	N	N
MICALCL	N	N
PARVA	Y	N
TEAD1	Y	N
ARNTL	N	Y
BTBD10	N	N
PTH	N	Y
FAR1	N	N
RRAS2	N	Y
COPB1	N	N
RP11-140L24.4	N	N
PSMA1	N	N
PDE3B	N	Y
CYP2R1	N	N
CALCB	N	N
CALCA	N	Y
INSC	N	N
SOX6	Y	N
C11orf58	N	N
PLEKHA7	N	N
RPS13	N	N
PIK3C2A	N	Y
NUCB2	N	Y
NCR3LG1	N	N
KCNJ11	N	Y
ABCC8	N	Y
USH1C	N	Y
OTOG	N	Y
MYOD1	N	Y
KCNC1	N	N
SERGEF	N	N
TPH1	N	Y
SAAL1	N	N
MRGPRX3	N	N
RP11-113D6.6	N	N
MRGPRX4	N	N
RP11-113D6.10	N	N
SAA4	N	N
SAA2	Y	N
SAA1	N	Y
HPS5	N	Y
GTF2H1	N	N
LDHA	Y	N
LDHC	N	Y
LDHAL6A	N	N
TSG101	Y	N
UEVLD	N	N
SPTY2D1	N	N
TMEM86A	N	N
IGSF22	N	N
PTPN5	N	N
MRGPRX1	N	N
MRGPRX2	N	N
ZDHHC13	N	Y
CSRP3	Y	N
E2F8	N	Y
NAV2	N	Y
DBX1	Y	N
HTATIP2	N	Y
PRMT3	N	Y
SLC6A5	Y	N
NELL1	Y	N
ANO5	N	N
SLC17A6	Y	N
FANCF	N	N
AC103801.2	N	N
GAS2	N	N
SVIP	N	N
RP11-17A1.2	N	N
LUZP2	N	Y
ANO3	N	N
MUC15	N	N
SLC5A12	N	N
FIBIN	N	N
BBOX1	N	N
CCDC34	N	N
LGR4	Y	N
LIN7C	N	Y
BDNF	Y	N
KIF18A	N	N
METTL15	N	N
KCNA4	N	Y
FSHB	N	Y
C11orf46	N	N
MPPED2	N	N
DCDC5	N	N
DCDC1	N	N
DNAJC24	Y	N
IMMP1L	N	N
ELP4	N	N
PAX6	Y	N
RCN1	N	N
WT1	Y	N
EIF3M	N	N
CCDC73	N	N
PRRG4	N	N
QSER1	N	N
DEPDC7	N	N
TCP11L1	N	N
CSTF3	N	N
HIPK3	N	N
C11orf41	N	N
C11orf91	N	N
CD59	N	Y
FBXO3	N	N
LMO2	Y	N
AC132216.1	N	N
CAPRIN1	Y	N
NAT10	N	N
ABTB2	N	N
CAT	N	Y
ELF5	Y	N
EHF	N	N
APIP	N	N
PDHX	N	N
CD44	N	Y
SLC1A2	Y	N
PAMR1	N	N
FJX1	N	Y
TRIM44	N	N
LDLRAD3	N	N
LINC00610	N	N
COMMD9	N	N
PRR5L	N	N
TRAF6	Y	N
RAG1	N	Y
RAG2	N	Y
C11orf74	N	N
LRRC4C	N	N
API5	N	N
TTC17	N	N
HSD17B12	Y	N
ALKBH3	N	Y
C11orf96	N	N
ACCSL	N	N
ACCS	N	N
EXT2	Y	N
ALX4	Y	N
CD82	N	N
TSPAN18	N	N
TP53I11	N	N
PRDM11	N	N
AC103681.1	N	N
SYT13	N	N
CHST1	N	N
CTD-2210P24.4	N	N
SLC35C1	Y	N
CRY2	N	Y
MAPK8IP1	Y	N
C11orf94	N	N
PEX16	N	N
GYLTL1B	N	N
PHF21A	Y	N
CREB3L1	N	Y
DGKZ	N	Y
MDK	N	Y
CHRM4	N	Y
AMBRA1	Y	N
HARBI1	N	N
ATG13	N	N
ARHGAP1	Y	N
ZNF408	N	N
F2	Y	N
CKAP5	N	Y
LRP4	Y	N
C11orf49	N	N
ARFGAP2	N	N
PACSIN3	N	N
DDB2	N	Y
ACP2	N	Y
NR1H3	N	Y
MADD	Y	N
MYBPC3	N	Y
SPI1	Y	N
SLC39A13	N	Y
PSMC3	Y	N
RAPSN	Y	N
CELF1	Y	N
NDUFS3	N	N
PTPMT1	Y	N
KBTBD4	N	N
AC104942.1	N	N
FAM180B	N	N
C1QTNF4	N	N
MTCH2	N	N
AGBL2	N	N
FNBP4	N	N
NUP160	N	N
PTPRJ	Y	N
OR4B1	N	N
OR4X2	N	N
OR4X1	N	N
OR4S1	N	N
OR4C3	N	N
OR4C5	N	N
OR4A47	N	N
TRIM49B	N	N
TRIM64C	N	N
FOLH1	N	Y
OR4C13	N	N
OR4C12	N	N
OR4A5	N	N
OR4C46	N	N
TRIM48	N	N
OR4A16	N	N
OR4A15	N	N
OR4C15	N	N
OR4C16	N	N
OR4C11	N	N
OR4P4	N	N
OR4S2	N	N
OR4C6	N	N
OR5D13	N	N
OR5D14	N	N
OR5L1	N	N
OR5D18	N	N
OR5L2	N	N
OR5D16	N	N
TRIM51	N	N
OR5W2	N	N
OR5I1	N	N
OR10AG1	N	N
OR5F1	N	N
OR5AS1	N	N
OR8I2	N	N
OR8H2	N	N
OR8H3	N	N
OR8J3	N	N
OR8K5	N	N
OR5J2	N	N
OR5T2	N	N
OR5T3	N	N
OR5T1	N	N
OR8H1	N	N
OR8K3	N	N
OR8K1	N	N
OR8J1	N	N
OR8U1	N	N
OR5R1	N	N
OR5M9	N	N
OR5M3	N	N
OR5M8	N	N
OR5M11	N	N
OR5M10	N	N
OR5M1	N	N
OR5AP2	N	N
OR5AR1	N	N
OR9G1	N	N
OR9G4	N	N
OR5AK2	N	N
LRRC55	N	N
APLNR	Y	N
TNKS1BP1	N	N
SSRP1	Y	N
P2RX3	N	Y
PRG3	N	N
PRG2	N	Y
RP11-872D17.8	N	N
SLC43A3	N	N
RTN4RL2	N	Y
SLC43A1	N	N
TIMM10	N	N
SMTNL1	N	Y
UBE2L6	N	N
SERPING1	N	Y
YPEL4	N	N
CLP1	N	N
ZDHHC5	N	N
MED19	N	N
TMX2	N	N
TMX2-CTNND1	N	N
C11orf31	N	N
RP11-691N7.6	N	N
BTBD18	N	N
CTNND1	N	Y
OR9Q1	N	N
OR6Q1	N	N
OR9I1	N	N
OR9Q2	N	N
OR1S2	N	N
OR1S1	N	N
OR10Q1	N	N
OR10W1	N	N
OR5B17	N	N
OR5B3	N	N
OR5B2	N	N
OR5B12	N	N
OR5B21	N	N
LPXN	N	N
ZFP91	N	N
ZFP91-CNTF	N	N
CNTF	Y	N
GLYAT	N	N
GLYATL2	N	N
GLYATL1	N	N
AP001652.1	N	N
FAM111B	N	N
FAM111A	N	N
DTX4	N	N
MPEG1	N	N
OR5AN1	N	N
OR5A2	N	N
OR5A1	N	N
OR4D6	N	N
OR4D10	N	N
OR4D11	N	N
OR4D9	N	N
OSBP	N	N
PATL1	N	N
OR10V1	N	N
STX3	N	N
MRPL16	N	N
GIF	N	N
TCN1	N	N
AP000790.1	N	N
PLAC1L	N	N
MS4A3	N	N
MS4A2	N	Y
MS4A6A	N	N
MS4A4E	N	N
MS4A4A	N	N
MS4A6E	N	N
MS4A7	N	N
MS4A14	N	N
MS4A5	N	N
MS4A1	N	Y
MS4A12	N	N
MS4A13	N	N
MS4A8B	N	N
MS4A18	N	N
MS4A15	N	N
MS4A10	N	N
CCDC86	Y	N
PTGDR2	N	Y
ZP1	N	Y
PRPF19	Y	N
TMEM109	N	Y
TMEM132A	N	N
SLC15A3	N	N
CD6	N	N
CD5	N	Y
VPS37C	N	N
PGA3	N	N
PGA4	N	N
PGA5	N	N
VWCE	N	N
DDB1	Y	N
DAK	N	N
CYBASC3	N	N
TMEM138	N	N
TMEM216	N	N
CPSF7	N	N
RP11-286N22.8	N	N
SDHAF2	N	N
PPP1R32	N	N
LRRC10B	N	N
SYT7	N	Y
DAGLA	N	Y
C11orf9	N	N
AP002380.1	N	N
C11orf10	N	N
FEN1	Y	N
FADS2	N	Y
FADS1	N	N
FADS3	N	N
RAB3IL1	N	N
BEST1	N	Y
FTH1	Y	N
INCENP	Y	N
SCGB1D1	N	N
SCGB2A1	N	N
SCGB1D2	N	N
SCGB2A2	N	N
SCGB1D4	N	N
ASRGL1	N	N
SCGB1A1	N	Y
AHNAK	N	Y
EEF1G	N	N
MIR3654	N	N
TUT1	N	N
MTA2	Y	N
EML3	N	N
ROM1	N	Y
B3GAT3	N	N
GANAB	N	N
INTS5	N	N
RP11-831H9.11	N	N
C11orf48	N	N
METTL12	N	N
C11orf83	N	N
UBXN1	N	N
LRRN4CL	N	N
RP11-831H9.16	N	N
BSCL2	N	Y
GNG3	N	Y
HNRNPUL2	N	N
TTC9C	N	N
ZBTB3	N	N
POLR2G	N	N
TAF6L	N	N
TMEM223	N	N
TMEM179B	N	N
NXF1	N	N
STX5	N	N
WDR74	N	N
SLC3A2	Y	N
CHRM1	N	Y
SLC22A6	N	Y
SLC22A8	N	Y
SLC22A24	N	N
SLC22A10	N	N
SLC22A25	N	N
SLC22A9	N	N
HRASLS5	N	N
LGALS12	N	N
RARRES3	N	N
HRASLS2	N	N
PLA2G16	N	N
ATL3	N	N
RTN3	N	N
C11orf84	N	N
MARK2	Y	N
RCOR2	N	N
NAA40	N	N
COX8A	N	N
OTUB1	N	N
MACROD1	N	N
FLRT1	N	N
STIP1	N	N
FERMT3	Y	N
TRPT1	N	N
NUDT22	N	N
DNAJC4	N	N
VEGFB	N	Y
FKBP2	N	N
PPP1R14B	N	N
PLCB3	Y	N
BAD	N	Y
GPR137	N	N
KCNK4	N	N
C11orf20	N	N
ESRRA	N	Y
TRMT112	N	N
PRDX5	N	N
CCDC88B	N	N
RPS6KA4	N	N
AP003774.4	N	N
SLC22A11	N	N
SLC22A12	N	Y
NRXN2	Y	N
RASGRP2	N	Y
PYGM	N	N
SF1	Y	N
MAP4K2	N	Y
MEN1	Y	N
CDC42BPG	N	N
EHD1	Y	N
ATG2A	N	N
PPP2R5B	N	N
GPHA2	N	N
C11orf85	N	N
BATF2	N	N
ARL2	N	N
SNX15	N	N
SAC3D1	N	Y
NAALADL1	N	N
CDCA5	N	N
ZFPL1	N	N
AP003068.6	N	N
C11orf2	N	N
TM7SF2	N	Y
ZNHIT2	N	N
FAU	N	N
SYVN1	Y	N
MRPL49	N	N
SPDYC	N	N
AP003068.23	N	N
CAPN1	N	Y
POLA2	N	N
CDC42EP2	N	N
DPF2	N	N
TIGD3	N	N
SLC25A45	N	N
FRMD8	N	N
AP000769.1	N	N
SCYL1	N	Y
LTBP3	N	Y
SSSCA1	N	N
FAM89B	N	N
EHBP1L1	N	N
KCNK7	N	Y
MAP3K11	Y	N
PCNXL3	N	N
SIPA1	N	Y
RELA	Y	N
KAT5	Y	N
RNASEH2C	N	N
AP5B1	N	N
OVOL1	Y	N
CFL1	Y	N
SNX32	N	N
MUS81	Y	N
EFEMP2	Y	N
CTSW	N	Y
FIBP	N	N
CCDC85B	N	N
FOSL1	Y	N
C11orf68	N	N
DRAP1	Y	N
SART1	N	N
EIF1AD	N	N
BANF1	N	N
CST6	Y	N
CATSPER1	N	Y
GAL3ST3	N	N
SF3B2	N	N
RP11-1167A19.2	N	N
PACS1	N	N
KLC2	N	N
RAB1B	N	N
CNIH2	N	N
YIF1A	N	N
TMEM151A	N	N
CD248	N	Y
RIN1	N	Y
BRMS1	N	N
B3GNT1	N	Y
RP11-867G23.8	N	N
SLC29A2	N	N
NPAS4	N	Y
MRPL11	N	N
PELI3	N	N
DPP3	N	N
CTD-3074O7.11	N	N
BBS1	Y	N
ZDHHC24	N	N
CTSF	N	Y
CCDC87	N	N
CCS	N	Y
RBM14	N	N
RBM14-RBM4	N	N
RBM4	N	N
RBM4B	N	N
SPTBN2	N	Y
C11orf80	N	N
RCE1	Y	N
PC	N	N
LRFN4	N	N
C11orf86	N	N
SYT12	N	N
RHOD	N	N
KDM2A	N	N
AP001885.1	N	N
ADRBK1	Y	N
ANKRD13D	N	N
SSH3	N	Y
POLD4	N	N
CLCF1	N	N
RAD9A	Y	N
PPP1CA	N	N
TBC1D10C	N	N
CARNS1	N	N
RPS6KB2	N	Y
PTPRCAP	N	Y
CORO1B	N	N
GPR152	N	N
CABP4	N	Y
TMEM134	N	N
AIP	Y	N
PITPNM1	N	N
CDK2AP2	N	N
CABP2	N	N
GSTP1	N	Y
C11orf72	N	N
NDUFV1	N	N
NUDT8	N	N
TBX10	Y	N
ACY3	N	N
ALDH3B2	N	N
UNC93B1	N	Y
NDUFS8	N	N
TCIRG1	Y	N
CHKA	Y	N
SUV420H1	Y	N
C11orf24	N	N
LRP5	Y	N
PPP6R3	N	N
GAL	N	Y
MTL5	N	N
CPT1A	Y	N
MRPL21	N	N
IGHMBP2	N	Y
MRGPRD	N	Y
MRGPRF	N	N
TPCN2	N	Y
MYEOV	N	N
CCND1	Y	N
ORAOV1	N	N
FGF19	Y	N
FGF4	Y	N
FGF3	Y	N
ANO1	Y	N
FADD	Y	N
PPFIA1	N	N
CTTN	Y	N
SHANK2	N	N
DHCR7	Y	N
NADSYN1	N	N
KRTAP5-7	N	N
KRTAP5-8	N	N
KRTAP5-9	N	N
KRTAP5-10	N	N
KRTAP5-11	N	N
AP000867.1	N	N
FAM86C1	N	N
DEFB108B	N	N
RP11-849H4.2	N	N
RNF121	N	N
IL18BP	N	N
NUMA1	Y	N
LRTOMT	N	Y
LAMTOR1	Y	N
ANAPC15	N	N
FOLR3	N	N
FOLR1	Y	N
FOLR2	N	Y
INPPL1	Y	N
PHOX2A	Y	N
CLPB	N	N
PDE2A	Y	N
ARAP1	N	N
STARD10	N	N
ATG16L2	N	N
FCHSD2	N	N
P2RY2	N	Y
P2RY6	N	Y
ARHGEF17	N	N
RELT	N	N
FAM168A	N	N
PLEKHB1	N	Y
RAB6A	N	N
MRPL48	N	N
CHCHD8	N	N
PAAF1	N	N
DNAJB13	N	N
UCP2	N	Y
UCP3	N	Y
C2CD3	Y	N
PPME1	Y	N
P4HA3	N	N
PGM2L1	N	N
KCNE3	N	Y
LIPT2	N	N
POLD3	N	N
CHRDL2	N	N
RNF169	N	N
XRRA1	N	N
SPCS2	N	N
NEU3	N	N
OR2AT4	N	N
SLCO2B1	N	N
ARRB1	N	Y
RPS3	N	N
KLHL35	N	N
GDPD5	N	N
SERPINH1	Y	N
MAP6	Y	N
MOGAT2	N	Y
DGAT2	Y	N
UVRAG	N	N
WNT11	Y	N
PRKRIR	N	N
RP11-111M22.2	N	N
C11orf30	N	N
LRRC32	N	N
TSKU	N	Y
ACER3	N	N
B3GNT6	N	N
CAPN5	Y	N
OMP	N	Y
MYO7A	N	Y
GDPD4	N	N
PAK1	N	Y
CLNS1A	Y	N
AQP11	Y	N
RSF1	N	N
C11orf67	N	N
INTS4	N	N
KCTD14	N	N
NDUFC2-KCTD14	N	N
THRSP	N	Y
NDUFC2	N	N
ALG8	N	N
KCTD21	N	N
USP35	N	N
GAB2	N	Y
NARS2	N	N
ODZ4	Y	N
FAM181B	N	N
PRCP	N	Y
C11orf82	N	N
RAB30	N	N
PCF11	N	N
ANKRD42	N	N
CCDC90B	N	N
DLG2	N	Y
TMEM126B	N	N
TMEM126A	N	N
CREBZF	N	N
CCDC89	N	N
SYTL2	N	Y
AP000974.1	N	N
CCDC83	N	N
PICALM	N	Y
EED	N	Y
C11orf73	Y	N
CCDC81	N	N
ME3	N	N
PRSS23	N	N
FZD4	N	Y
TMEM135	N	N
RAB38	N	Y
CTSC	N	Y
GRM5	N	Y
TYR	Y	N
NOX4	N	Y
TRIM49	N	N
TRIM64B	N	N
TRIM49C	N	N
NAALAD2	N	N
CHORDC1	Y	N
FAT3	N	Y
MTNR1B	N	Y
SLC36A4	N	N
CCDC67	N	N
C11orf75	N	N
KIAA1731	N	N
TAF1D	N	N
C11orf54	N	N
MED17	N	N
VSTM5	N	N
HEPHL1	N	N
PANX1	N	Y
FOLR4	N	N
GPR83	N	Y
MRE11A	Y	N
ANKRD49	N	N
PIWIL4	N	Y
FUT4	N	Y
AMOTL1	N	N
KDM4D	N	Y
KDM4E	N	N
ENDOD1	N	N
SESN3	N	N
FAM76B	N	N
CEP57	N	N
MTMR2	Y	N
MAML2	N	N
CCDC82	N	N
JRKL	N	N
CNTN5	N	Y
ARHGAP42	N	N
TMEM133	N	N
PGR	N	Y
TRPC6	N	Y
ANGPTL5	N	N
KIAA1377	N	N
C11orf70	N	N
YAP1	Y	N
BIRC3	N	Y
BIRC2	N	Y
TMEM123	N	Y
RP11-315O6.2	N	N
MMP7	N	Y
MMP20	N	Y
RP11-817J15.3	N	N
MMP27	N	N
MMP8	N	Y
MMP10	N	Y
MMP1	N	N
MMP3	N	Y
MMP13	N	Y
DCUN1D5	N	N
DYNC2H1	Y	N
PDGFD	N	N
DDI1	N	N
CASP12	N	Y
CASP4	N	Y
CASP5	N	N
CASP1	N	Y
CARD16	N	N
CARD17	N	N
CARD18	N	N
GRIA4	N	Y
MSANTD4	N	N
KBTBD3	N	N
AASDHPPT	N	N
