Gene_Name	essential_mouse_knockout	non_essential_mouse_knockout
DNAJC18	N	N
ECSCR	N	Y
TMEM173	N	Y
UBE2D2	N	Y
CXXC5	N	N
PSD2	N	N
NRG2	Y	N
PURA	N	Y
IGIP	N	N
CYSTM1	N	N
PFDN1	N	Y
HBEGF	Y	N
SLC4A9	N	Y
ANKHD1	N	N
ANKHD1-EIF4EBP3	N	N
EIF4EBP3	N	N
SRA1	N	N
APBB3	N	N
SLC35A4	N	N
CD14	N	Y
NDUFA2	N	N
TMCO6	N	N
IK	N	N
WDR55	Y	N
DND1	N	Y
HARS	N	N
HARS2	N	N
ZMAT2	N	N
PCDHA1	N	Y
PCDHA2	N	N
PCDHA3	N	N
PCDHA4	N	N
PCDHA5	N	N
PCDHA6	N	N
PCDHA7	N	N
PCDHA8	N	N
PCDHA9	N	N
PCDHA10	N	N
AC005609.1	N	N
PCDHA11	N	N
PCDHA12	N	N
PCDHA13	N	N
PCDHAC1	N	Y
PCDHAC2	N	Y
PCDHB1	N	N
PCDHB2	N	N
PCDHB3	N	N
PCDHB4	N	N
PCDHB5	N	N
PCDHB6	N	N
AC005754.1	N	N
PCDHB7	N	N
PCDHB8	N	N
PCDHB16	N	N
PCDHB10	N	N
PCDHB11	N	N
PCDHB12	N	N
PCDHB13	N	N
PCDHB14	N	N
PCDHB15	N	N
SLC25A2	N	N
TAF7	N	N
PCDHGA1	N	Y
PCDHGA2	N	N
PCDHGA3	N	N
PCDHGB1	N	N
PCDHGA4	N	N
PCDHGB2	N	N
PCDHGA5	N	N
PCDHGB3	N	N
PCDHGA6	N	N
PCDHGA7	N	N
PCDHGB4	N	N
PCDHGA8	N	N
PCDHGA9	N	N
PCDHGB6	N	N
PCDHGA10	N	N
PCDHGB7	N	N
PCDHGA11	N	N
PCDHGA12	N	N
PCDHGC3	N	N
PCDHGC4	N	N
PCDHGC5	N	N
DIAPH1	N	Y
HDAC3	Y	N
ARAP3	N	N
RELL2	N	N
FCHSD1	N	N
PCDH1	N	N
KIAA0141	N	N
PCDH12	N	Y
RNF14	N	N
GNPDA1	N	N
NDFIP1	N	Y
SPRY4	Y	N
FGF1	N	Y
ARHGAP26	N	N
NR3C1	Y	N
HMHB1	N	N
YIPF5	N	N
KCTD16	N	N
PRELID2	N	N
GRXCR2	N	N
SH3RF2	N	N
PLAC8L1	N	N
LARS	N	N
RBM27	N	N
POU4F3	N	Y
TCERG1	N	N
GPR151	N	Y
PPP2R2B	N	N
STK32A	N	N
DPYSL3	N	N
JAKMIP2	N	N
SPINK1	Y	N
SCGB3A2	N	N
C5orf46	N	N
SPINK5	Y	N
SPINK14	N	N
SPINK6	N	N
SPINK13	N	N
SPINK7	N	N
SPINK9	N	N
FBXO38	N	N
HTR4	Y	N
ADRB2	N	Y
SH3TC2	N	Y
ABLIM3	N	N
AFAP1L1	N	N
GRPEL2	N	N
PCYOX1L	N	N
IL17B	N	N
CSNK1A1	N	N
ARHGEF37	N	N
PPARGC1B	Y	N
PDE6A	N	Y
SLC26A2	N	Y
TIGD6	N	N
HMGXB3	N	N
CSF1R	Y	N
PDGFRB	Y	N
CDX1	N	Y
SLC6A7	N	N
CAMK2A	N	Y
ARSI	N	N
TCOF1	Y	N
CD74	N	Y
RPS14	N	N
NDST1	Y	N
SYNPO	N	Y
MYOZ3	N	N
RBM22	N	N
DCTN4	N	N
C5orf62	N	N
IRGM	N	Y
ZNF300	N	N
GPX3	N	Y
TNIP1	Y	N
ANXA6	N	Y
CCDC69	N	N
GM2A	N	Y
SLC36A3	N	N
SLC36A2	N	N
SLC36A1	N	N
FAT2	N	Y
SPARC	N	Y
ATOX1	Y	N
G3BP1	Y	N
GLRA1	Y	N
NMUR2	N	Y
GRIA1	N	Y
FAM114A2	N	N
MFAP3	N	N
GALNT10	N	Y
SAP30L	N	N
HAND1	Y	N
LARP1	N	N
C5orf4	N	N
CNOT8	N	N
GEMIN5	N	N
MRPL22	N	N
KIF4B	N	N
SGCD	N	Y
TIMD4	N	Y
HAVCR1	N	N
HAVCR2	N	N
MED7	N	N
ITK	N	Y
FAM71B	N	N
CYFIP2	N	N
FNDC9	N	N
AC008676.1	N	N
ADAM19	Y	N
NIPAL4	N	N
SOX30	N	N
C5orf52	N	N
THG1L	N	N
LSM11	N	N
CLINT1	N	N
EBF1	N	Y
RNF145	N	N
UBLCP1	N	N
IL12B	N	Y
ADRA1B	N	Y
TTC1	N	N
PWWP2A	N	N
FABP6	N	N
CCNJL	N	N
C1QTNF2	N	N
C5orf54	N	N
SLU7	N	N
PTTG1	N	Y
ATP10B	N	N
GABRB2	N	Y
GABRA6	N	Y
GABRA1	Y	N
GABRG2	Y	N
CCNG1	N	Y
NUDCD2	N	N
HMMR	N	Y
MAT2B	N	N
ODZ2	N	N
WWC1	N	N
RARS	N	N
PANK3	N	N
SLIT3	N	Y
CCDC99	N	N
DOCK2	N	Y
FAM196B	N	N
FOXI1	Y	N
C5orf58	N	N
LCP2	Y	N
KCNIP1	N	N
KCNMB1	N	Y
GABRP	N	Y
RANBP17	N	N
TLX3	Y	N
NPM1	Y	N
FGF18	Y	N
CTB-78H18.1	N	N
C5orf50	N	N
FBXW11	N	N
STK10	N	Y
EFCAB9	N	N
UBTD2	N	N
SH3PXD2B	Y	N
NEURL1B	N	N
DUSP1	N	Y
ERGIC1	N	N
RPL26L1	N	N
ATP6V0E1	N	N
CREBRF	N	N
BNIP1	N	N
NKX2-5	Y	N
STC2	N	Y
BOD1	N	N
CPEB4	N	N
C5orf47	N	N
HMP19	N	N
MSX2	N	Y
DRD1	Y	N
SFXN1	N	N
HRH2	N	Y
CPLX2	N	Y
THOC3	N	N
RP11-826N14.2	N	N
FAM153B	N	N
C5orf25	N	N
KIAA1191	N	N
ARL10	N	N
NOP16	N	N
HIGD2A	N	N
CLTB	N	N
FAF2	N	N
RNF44	N	N
CDHR2	N	N
GPRIN1	N	N
SNCB	N	Y
EIF4E1B	N	N
TSPAN17	N	N
UNC5A	N	Y
HK3	N	N
UIMC1	N	N
ZNF346	N	N
FGFR4	N	Y
NSD1	Y	N
RAB24	N	N
MXD3	N	Y
PRELID1	N	N
LMAN2	N	N
RGS14	Y	N
SLC34A1	Y	N
PFN3	N	N
F12	N	Y
GRK6	N	Y
PRR7	N	N
DBN1	N	Y
PDLIM7	N	N
DOK3	N	Y
DDX41	N	N
FAM193B	N	N
TMED9	N	N
B4GALT7	N	N
FAM153A	N	N
RP11-1026M7.2	N	N
PROP1	Y	N
FAM153C	N	N
N4BP3	N	N
RMND5B	N	N
NHP2	N	N
HNRNPAB	N	N
AGXT2L2	N	N
COL23A1	N	N
CLK4	N	N
ZNF354A	N	N
ZNF354B	N	N
ZFP2	N	N
ZNF454	N	N
GRM6	N	Y
ZNF879	N	N
ZNF354C	N	N
ADAMTS2	N	Y
RUFY1	N	N
HNRNPH1	N	N
C5orf60	N	N
AC136604.1	N	N
CBY3	N	N
CANX	Y	N
MAML1	Y	N
LTC4S	N	Y
MGAT4B	N	Y
SQSTM1	N	Y
C5orf45	N	N
CTC-241N9.1	N	N
TBC1D9B	N	N
RNF130	N	N
RASGEF1C	N	N
MAPK9	N	Y
GFPT2	N	N
CNOT6	N	N
SCGB3A1	N	N
FLT4	Y	N
OR2Y1	N	N
MGAT1	Y	N
ZFP62	N	N
BTNL8	N	N
BTNL3	N	N
BTNL9	N	N
OR2V1	N	N
OR2V2	N	N
TRIM7	N	N
TRIM41	N	N
GNB2L1	N	N
TRIM52	N	N
AC138035.2	N	N
AC138035.1	N	N
OR4F3	N	N
DUSP22	N	N
IRF4	N	Y
EXOC2	N	N
HUS1B	N	N
AL033381.1	N	N
FOXQ1	Y	N
FOXF2	Y	N
FOXC1	Y	N
GMDS	N	N
C6orf195	N	N
MYLK4	N	N
WRNIP1	N	N
SERPINB1	N	Y
SERPINB9	N	Y
SERPINB6	N	Y
NQO2	N	Y
RIPK1	Y	N
BPHL	N	N
TUBB2A	N	N
TUBB2B	N	N
PSMG4	N	N
SLC22A23	N	N
PXDC1	N	N
FAM50B	N	N
AL138831.1	N	N
PRPF4B	N	N
FAM217A	N	N
C6orf201	N	N
ECI2	N	N
CDYL	N	N
RPP40	N	N
PPP1R3G	N	N
LYRM4	N	N
FARS2	N	N
NRN1	N	N
F13A1	N	Y
LY86	N	Y
RREB1	N	N
SSR1	Y	N
CAGE1	N	N
RIOK1	N	N
DSP	Y	N
SNRNP48	N	N
BMP6	N	Y
TXNDC5	N	N
MUTED-TXNDC5	N	N
MUTED	N	Y
EEF1E1-MUTED	N	N
EEF1E1	Y	N
SLC35B3	N	N
OFCC1	N	N
TFAP2A	Y	N
GCNT2	N	Y
GCNT6	N	N
C6orf52	N	N
PAK1IP1	N	N
TMEM14C	N	N
TMEM14B	N	N
SYCP2L	N	N
MAK	N	Y
GCM2	Y	N
ELOVL2	N	Y
C6orf228	N	N
ERVFRD-1	N	N
NEDD9	N	Y
TMEM170B	N	N
ADTRP	N	N
HIVEP1	N	N
EDN1	Y	N
PHACTR1	N	N
TBC1D7	N	N
GFOD1	N	N
AL583828.1	N	N
SIRT5	N	Y
NOL7	N	N
RANBP9	Y	N
CCDC90A	N	N
RNF182	N	N
CD83	N	Y
JARID2	Y	N
DTNBP1	N	Y
MYLIP	N	N
GMPR	N	N
ATXN1	N	Y
AL137003.1	N	N
RP3-486B10.1	N	N
RBM24	N	N
CAP2	N	N
FAM8A1	N	N
NUP153	N	N
KIF13A	N	N
AL023807.2	N	N
NHLRC1	N	Y
TPMT	N	Y
KDM1B	N	Y
DEK	N	Y
RNF144B	N	N
ID4	Y	N
MBOAT1	N	N
E2F3	Y	N
CDKAL1	N	N
SOX4	Y	N
PRL	N	Y
HDGFL1	N	N
NRSN1	N	N
DCDC2	N	Y
KAAG1	N	N
MRS2	N	N
GPLD1	N	N
ALDH5A1	Y	N
KIAA0319	N	N
TDP2	N	Y
ACOT13	N	N
C6orf62	N	N
GMNN	Y	N
RP3-369A17.5	N	N
FAM65B	N	N
CMAHP	N	Y
LRRC16A	N	N
SCGN	N	N
HIST1H2AA	N	N
HIST1H2BA	N	N
SLC17A4	N	N
SLC17A1	N	N
SLC17A3	N	N
SLC17A2	N	N
TRIM38	N	N
HIST1H1A	N	Y
HIST1H3A	N	N
HIST1H4A	N	N
HIST1H4B	N	N
HIST1H3B	N	N
HIST1H2AB	N	N
HIST1H2BB	N	N
HIST1H3C	N	N
HIST1H1C	N	Y
HFE	N	Y
HIST1H4C	N	N
HIST1H1T	N	Y
HIST1H2BC	N	N
HIST1H2AC	N	N
HIST1H1E	N	Y
HIST1H2BD	N	N
HIST1H2BE	N	N
HIST1H4D	N	N
HIST1H3D	N	N
HIST1H2AD	N	N
HIST1H2BF	N	N
HIST1H4E	N	N
HIST1H2BG	N	N
HIST1H2AE	N	N
HIST1H3E	N	N
HIST1H1D	N	Y
HIST1H4F	N	N
HIST1H4G	N	N
HIST1H3F	N	N
HIST1H2BH	N	N
HIST1H3G	N	N
HIST1H2BI	N	N
HIST1H4H	N	N
BTN3A2	N	N
BTN2A2	N	N
BTN3A1	N	N
BTN3A3	N	N
BTN2A1	N	N
BTN1A1	N	Y
HMGN4	N	N
ABT1	N	N
ZNF322	N	N
HIST1H2BJ	N	N
HIST1H2AG	N	N
HIST1H2BK	N	N
HIST1H4I	N	N
HIST1H2AH	N	N
PRSS16	N	Y
POM121L2	N	N
ZNF391	N	N
ZNF184	N	N
HIST1H2BL	N	N
HIST1H2AI	N	N
HIST1H3H	N	N
HIST1H2AJ	N	N
HIST1H2BM	N	N
HIST1H4J	N	N
HIST1H4K	N	N
HIST1H2AK	N	N
HIST1H2BN	N	N
HIST1H2AL	N	N
HIST1H1B	N	N
HIST1H3I	N	N
HIST1H4L	N	N
HIST1H3J	N	N
HIST1H2AM	N	N
HIST1H2BO	N	N
OR2B2	N	N
OR2B6	N	N
ZNF165	N	N
ZSCAN16	N	N
ZNF192	N	N
ZNF193	N	N
ZKSCAN4	N	N
NKAPL	N	N
PGBD1	N	N
ZNF323	N	N
ZKSCAN3	N	N
ZSCAN12	N	N
ZSCAN23	N	N
GPX6	N	N
GPX5	N	Y
SCAND3	N	N
TRIM27	N	N
C6orf100	N	N
ZNF311	N	N
OR2W1	N	N
OR2B3	N	N
OR2J1	N	N
OR2J3	N	N
OR2J2	N	N
OR14J1	N	N
OR5V1	N	N
OR12D3	N	N
OR12D2	N	N
OR11A1	N	N
OR10C1	N	N
OR2H1	N	N
MAS1L	N	N
UBD	N	Y
GABBR1	Y	N
OR2H2	N	N
MOG	N	Y
ZFP57	Y	N
HLA-F	N	Y
HLA-G	N	N
HLA-A	N	N
ZNRD1	N	N
PPP1R11	N	N
RNF39	N	N
TRIM31	N	N
TRIM40	N	N
TRIM10	N	N
TRIM15	N	N
TRIM26	N	N
TRIM39	N	N
TRIM39-RPP21	N	N
RPP21	N	N
HLA-E	N	N
GNL1	N	N
PRR3	N	N
ABCF1	N	N
PPP1R10	Y	N
MRPS18B	N	N
ATAT1	N	N
C6orf136	N	N
DHX16	N	N
PPP1R18	N	N
NRM	N	N
MDC1	N	Y
TUBB	N	N
FLOT1	N	Y
IER3	N	Y
DDR1	N	Y
GTF2H4	N	N
VARS2	N	N
SFTA2	N	N
DPCR1	N	N
MUC21	N	N
MUC22	N	N
C6orf15	N	N
PSORS1C1	N	N
CDSN	Y	N
PSORS1C2	N	N
CCHCR1	N	N
TCF19	N	N
POU5F1	Y	N
HCG27	N	N
HLA-C	N	Y
HLA-B	N	N
MICA	N	N
MICB	N	N
MCCD1	N	N
DDX39B	N	N
ATP6V1G2-DDX39B	N	N
ATP6V1G2	N	N
NFKBIL1	N	N
LTA	N	Y
TNF	N	Y
LTB	N	Y
LST1	N	N
NCR3	N	N
AIF1	N	N
PRRC2A	N	N
BAG6	Y	N
APOM	N	Y
C6orf47	N	N
GPANK1	N	N
CSNK2B	Y	N
XXbac-BPG32J3.22	N	N
LY6G5B	N	N
LY6G5C	N	N
ABHD16A	N	N
LY6G6F	N	N
XXbac-BPG32J3.19	N	N
LY6G6E	N	N
LY6G6D	N	N
C6orf25	N	N
LY6G6C	N	N
DDAH2	N	N
CLIC1	N	Y
MSH5	N	Y
MSH5-SAPCD1	N	N
SAPCD1	N	N
VWA7	N	N
VARS	N	N
LSM2	N	N
HSPA1L	N	N
HSPA1A	N	Y
HSPA1B	N	Y
C6orf48	N	N
NEU1	N	Y
SLC44A4	N	N
EHMT2	Y	N
C2	N	N
ZBTB12	N	N
CFB	N	Y
XXbac-BPG116M5.17	N	N
RDBP	N	N
SKIV2L	Y	N
DOM3Z	N	N
STK19	N	N
XXbac-BPG116M5.15	N	N
C4A	N	N
C4B	N	Y
CYP21A2	N	N
TNXB	N	Y
ATF6B	N	Y
FKBPL	N	N
PRRT1	N	N
PPT2	N	Y
XXbac-BPG300A18.12	N	N
EGFL8	N	N
AGPAT1	N	N
RNF5	N	Y
AGER	N	Y
PBX2	N	Y
GPSM3	N	N
NOTCH4	N	Y
C6orf10	N	N
BTNL2	N	N
HLA-DRA	N	N
HLA-DRB5	N	N
HLA-DRB1	N	N
HLA-DQA1	N	Y
HLA-DQB1	N	Y
HLA-DQA2	N	N
HLA-DQB2	N	N
HLA-DOB	N	N
XXbac-BPG246D15.9	N	N
TAP2	N	Y
PSMB8	N	Y
PSMB9	N	Y
TAP1	N	Y
HLA-DMB	N	N
XXbac-BPG181M17.5	N	N
HLA-DMA	N	Y
BRD2	Y	N
HLA-DOA	N	Y
HLA-DPA1	N	N
HLA-DPB1	N	N
COL11A2	N	Y
RXRB	Y	N
SLC39A7	N	N
HSD17B8	N	N
RING1	N	Y
VPS52	N	N
RPS18	N	Y
B3GALT4	N	N
WDR46	N	N
PFDN6	N	N
RGL2	N	N
TAPBP	N	Y
ZBTB22	N	N
DAXX	Y	N
KIFC1	N	N
PHF1	N	N
CUTA	N	N
SYNGAP1	Y	N
ZBTB9	N	N
BAK1	N	Y
GGNBP1	N	N
ITPR3	N	Y
MNF1	N	N
IP6K3	N	N
LEMD2	N	N
MLN	N	N
GRM4	N	Y
HMGA1	N	Y
C6orf1	N	N
NUDT3	N	N
RPS10	N	N
PACSIN1	N	N
SPDEF	Y	N
C6orf106	N	N
SNRPC	N	N
UHRF1BP1	N	N
TAF11	N	N
ANKS1A	N	Y
TCP11	N	N
SCUBE3	N	Y
ZNF76	N	N
DEF6	N	Y
PPARD	Y	N
FANCE	N	N
RPL10A	N	N
TEAD3	N	N
TULP1	N	Y
FKBP5	N	Y
ARMC12	N	N
CLPSL2	N	N
CLPSL1	N	N
CLPS	Y	N
LHFPL5	N	Y
SRPK1	N	N
SLC26A8	N	Y
MAPK14	Y	N
MAPK13	N	Y
BRPF3	N	N
PNPLA1	N	N
C6orf222	N	N
ETV7	N	N
PXT1	N	N
KCTD20	N	N
STK38	N	N
PI16	N	N
SRSF3	Y	N
CDKN1A	N	Y
RAB44	N	N
CPNE5	N	N
PPIL1	N	N
C6orf89	N	N
MTCH1	N	N
FGD2	N	N
COX6A1P2	N	N
PIM1	N	Y
TMEM217	N	N
TBC1D22B	N	N
RNF8	N	Y
FTSJD2	N	N
CCDC167	N	N
MDGA1	N	Y
ZFAND3	N	N
BTBD9	N	N
GLO1	N	N
DNAH8	N	N
GLP1R	N	Y
SAYSD1	N	N
KCNK5	Y	N
KCNK17	N	N
KCNK16	N	N
KIF6	N	N
DAAM2	N	N
MOCS1	Y	N
LRFN2	N	Y
UNC5CL	N	N
C6orf130	N	N
TSPO2	N	N
APOBEC2	N	Y
NFYA	Y	N
TREML1	N	Y
TREM2	N	Y
TREML2	N	N
TREML4	N	N
TREM1	N	N
NCR2	N	N
FOXP4	Y	N
MDFI	Y	N
TFEB	Y	N
PGC	N	N
FRS3	N	N
PRICKLE4	N	N
TOMM6	N	N
USP49	N	N
MED20	N	N
BYSL	Y	N
CCND3	N	Y
TAF8	Y	N
C6orf132	N	N
GUCA1A	N	Y
RP1-139D8.6	N	N
GUCA1B	N	Y
MRPS10	N	N
TRERF1	N	N
UBR2	Y	N
PRPH2	N	Y
TBCC	N	N
KIAA0240	N	N
RPL7L1	N	N
C6orf226	N	N
PTCRA	N	Y
CNPY3	Y	N
GNMT	N	Y
PEX6	N	N
PPP2R5D	Y	N
MEA1	N	N
KLHDC3	N	N
RRP36	N	N
CUL7	Y	N
KLC4	N	N
MRPL2	N	N
PTK7	Y	N
SRF	Y	N
CUL9	N	Y
C6orf108	N	N
TTBK1	N	N
SLC22A7	N	N
CRIP3	N	Y
ZNF318	N	N
ABCC10	N	Y
DLK2	N	N
TJAP1	N	N
LRRC73	N	N
POLR1C	N	N
YIPF3	N	N
XPO5	N	N
POLH	N	Y
GTPBP2	N	N
MAD2L1BP	N	N
RSPH9	N	N
MRPS18A	N	N
VEGFA	Y	N
C6orf223	N	N
MRPL14	N	N
TMEM63B	N	N
CAPN11	N	N
SLC29A1	N	Y
HSP90AB1	Y	N
SLC35B2	N	N
NFKBIE	N	Y
TMEM151B	N	N
TCTE1	N	N
AARS2	N	N
SPATS1	N	N
CDC5L	N	N
SUPT3H	N	N
RUNX2	Y	N
CLIC5	N	Y
ENPP4	N	N
ENPP5	N	N
RCAN2	N	Y
CYP39A1	N	N
SLC25A27	N	N
TDRD6	N	Y
PLA2G7	N	N
RP11-268F1.2	N	N
MEP1A	N	Y
GPR116	N	N
GPR110	N	N
TNFRSF21	N	Y
CD2AP	N	Y
GPR111	N	N
GPR115	N	N
OPN5	N	N
PTCHD4	N	N
MUT	Y	N
CENPQ	N	N
GLYATL3	N	N
C6orf141	N	N
RHAG	N	N
CRISP2	N	N
CRISP3	N	Y
PGK2	N	Y
CRISP1	N	Y
DEFB133	N	N
DEFB114	N	N
DEFB113	N	N
DEFB110	N	N
DEFB112	N	N
TFAP2D	N	Y
TFAP2B	Y	N
PKHD1	Y	N
IL17A	N	Y
IL17F	N	Y
MCM3	Y	N
PAQR8	N	N
EFHC1	N	Y
TRAM2	N	N
TMEM14A	N	N
GSTA2	N	N
GSTA1	N	N
GSTA5	N	N
GSTA3	N	Y
GSTA4	N	Y
ICK	N	N
FBXO9	N	N
GCM1	Y	N
ELOVL5	N	Y
GCLC	Y	N
KLHL31	N	N
LRRC1	N	N
MLIP	N	N
TINAG	N	N
FAM83B	N	N
HCRTR2	N	Y
GFRAL	N	N
HMGCLL1	N	N
BMP5	Y	N
COL21A1	N	N
DST	Y	N
BEND6	N	N
KIAA1586	N	N
ZNF451	N	N
BAG2	N	N
RAB23	Y	N
KHDRBS2	N	N
FKBP1C	N	N
LGSN	N	N
PTP4A1	N	N
PHF3	N	N
EYS	N	N
AL713998.1	N	N
BAI3	N	N
LMBRD1	N	N
COL19A1	Y	N
COL9A1	N	Y
FAM135A	N	N
C6orf57	N	N
SMAP1	N	N
B3GAT2	N	N
OGFRL1	N	N
RIMS1	Y	N
KCNQ5	N	N
KHDC1L	N	N
KHDC1	N	N
DPPA5	N	Y
C6orf221	N	N
OOEP	N	Y
DDX43	N	N
MB21D1	N	N
MTO1	N	N
EEF1A1	N	N
SLC17A5	Y	N
CD109	N	N
COL12A1	Y	N
COX7A2	N	N
TMEM30A	N	N
FILIP1	N	N
SENP6	N	N
MYO6	N	Y
IMPG1	N	N
HTR1B	N	Y
IRAK1BP1	N	N
PHIP	Y	N
HMGN3	N	Y
LCA5	N	Y
SH3BGRL2	N	N
ELOVL4	Y	N
TTK	N	N
BCKDHB	N	N
FAM46A	N	N
IBTK	N	Y
TPBG	N	Y
UBE3D	N	N
DOPEY1	N	N
AL139333.1	N	N
PGM3	Y	N
RWDD2A	N	N
ME1	N	Y
PRSS35	N	N
SNAP91	N	N
RIPPLY2	Y	N
CYB5R4	N	Y
MRAP2	N	N
KIAA1009	N	N
TBX18	Y	N
NT5E	N	Y
SNX14	N	N
SYNCRIP	N	N
FAM165A	N	N
HTR1E	N	N
CGA	N	Y
ZNF292	N	N
GJB7	N	N
C6orf162	N	N
C6orf163	N	N
C6orf164	N	N
C6orf165	N	N
SLC35A1	Y	N
RARS2	N	N
ORC3	N	N
AKIRIN2	Y	N
SPACA1	N	N
CNR1	Y	N
RNGTT	N	N
AL079342.1	N	N
PNRC1	N	N
SRSF12	N	N
PM20D2	N	N
GABRR1	N	Y
GABRR2	N	N
UBE2J1	N	N
RRAGD	N	N
ANKRD6	N	N
LYRM2	N	N
MDN1	N	N
GJA10	N	Y
BACH2	N	Y
MAP3K7	Y	N
EPHA7	N	Y
MANEA	N	N
FUT9	N	Y
UFL1	N	N
FHL5	N	Y
GPR63	N	N
NDUFAF4	N	N
KLHL32	N	N
MMS22L	N	N
POU3F2	Y	N
FBXL4	N	N
FAXC	N	N
COQ3	N	N
PNISR	N	N
USP45	N	N
CCNC	N	N
PRDM13	N	N
MCHR2	N	N
SIM1	Y	N
ASCC3	N	N
GRIK2	N	Y
HACE1	N	Y
LIN28B	N	N
BVES	N	Y
POPDC3	N	N
PREP	N	Y
PRDM1	Y	N
ATG5	Y	N
AIM1	N	N
RTN4IP1	N	N
QRSL1	N	N
C6orf203	N	N
BEND3	N	N
PDSS2	N	Y
SOBP	N	Y
SCML4	N	N
SEC63	N	N
OSTM1	N	Y
NR2E1	N	Y
SNX3	N	N
LACE1	N	N
FOXO3	N	Y
ARMC2	N	N
SESN1	N	N
CEP57L1	N	N
C6orf183	N	N
CD164	N	N
PPIL6	N	N
SMPD2	N	Y
MICAL1	N	N
ZBTB24	N	N
AKD1	N	N
FIG4	N	Y
GPR6	N	Y
WASF1	Y	N
CDC40	N	N
METTL24	N	N
DDO	N	Y
SLC22A16	N	N
CDK19	N	N
AMD1	Y	N
GTF3C6	N	N
RPF2	N	N
SLC16A10	N	N
KIAA1919	N	N
REV3L	Y	N
TRAF3IP2	N	Y
FYN	N	Y
WISP3	N	Y
TUBE1	N	N
C6orf225	N	N
LAMA4	Y	N
RFPL4B	N	N
MARCKS	Y	N
HDAC2	Y	N
HS3ST5	N	N
FRK	N	Y
NT5DC1	N	N
COL10A1	Y	N
AL121963.1	N	N
TSPYL4	N	N
DSE	N	Y
TSPYL1	N	N
FAM26F	N	N
BET3L	N	N
FAM26E	N	N
FAM26D	N	N
RWDD1	N	N
RSPH4A	N	N
ZUFSP	N	N
KPNA5	N	N
FAM162B	N	N
GPRC6A	N	Y
RFX6	Y	N
VGLL2	N	N
ROS1	N	Y
GOPC	N	Y
DCBLD1	N	N
NUS1	N	N
SLC35F1	N	N
CEP85L	N	N
PLN	N	Y
MCM9	Y	N
ASF1A	Y	N
FAM184A	N	N
MAN1A1	N	N
C6orf170	N	Y
GJA1	Y	N
HSF2	Y	N
SERINC1	N	N
PKIB	N	Y
FABP7	N	Y
SMPDL3A	N	N
CLVS2	N	N
TRDN	N	Y
NKAIN2	N	N
RNF217	N	N
TPD52L1	N	N
HDDC2	N	N
HEY2	Y	N
NCOA7	N	N
RP11-73O6.4	N	N
HINT3	N	N
TRMT11	N	N
CENPW	N	N
RSPO3	Y	N
RNF146	N	N
ECHDC1	N	N
SOGA3	N	N
RP3-403A15.5	N	N
KIAA0408	N	N
C6orf58	N	N
THEMIS	N	Y
PTPRK	N	N
LAMA2	Y	N
ARHGAP18	N	N
TMEM244	N	N
L3MBTL3	Y	N
SAMD3	N	N
TMEM200A	N	N
RP3-324N14.2	N	N
EPB41L2	N	Y
AKAP7	N	N
ARG1	Y	N
MED23	N	N
ENPP3	N	N
OR2A4	N	N
CTAGE9	N	N
ENPP1	N	Y
CTGF	Y	N
MOXD1	N	N
STX7	N	N
TAAR8	N	N
TAAR6	N	N
TAAR5	N	N
TAAR2	N	N
TAAR1	N	Y
VNN1	N	Y
VNN3	N	N
VNN2	N	N
SLC18B1	N	N
RPS12	N	N
EYA4	Y	N
TCF21	Y	N
TBPL1	N	Y
SLC2A12	N	N
SGK1	N	Y
ALDH8A1	N	N
HBS1L	N	N
MYB	Y	N
AHI1	Y	N
PDE7B	N	N
FAM54A	N	N
BCLAF1	Y	N
MAP7	N	Y
MAP3K5	N	Y
PEX7	Y	N
SLC35D3	N	Y
IL20RA	N	N
IL22RA2	N	N
IFNGR1	N	Y
OLIG3	Y	N
TNFAIP3	Y	N
PERP	Y	N
KIAA1244	N	N
PBOV1	N	N
RP3-422G23.4	N	N
HEBP2	N	N
NHSL1	N	N
CCDC28A	N	N
ECT2L	N	N
REPS1	N	N
ABRACL	N	N
HECA	N	N
TXLNB	N	N
CITED2	Y	N
NMBR	N	Y
GJE1	N	Y
VTA1	N	N
GPR126	Y	N
HIVEP2	N	Y
AIG1	N	N
ADAT2	N	N
PEX3	N	N
FUCA2	N	N
PHACTR2	N	N
RP3-468K18.5	N	N
LTV1	N	N
ZC2HC1B	N	N
PLAGL1	Y	N
SF3B5	N	N
STX11	N	N
UTRN	N	Y
EPM2A	N	Y
FBXO30	N	N
SHPRH	N	N
GRM1	N	Y
RAB32	N	N
ADGB	N	N
STXBP5	Y	N
SAMD5	N	N
SASH1	N	N
UST	N	N
TAB2	Y	N
SUMO4	N	N
ZC3H12D	N	N
PPIL4	N	N
C6orf72	N	N
KATNA1	N	N
LATS1	Y	N
NUP43	N	N
PCMT1	N	Y
LRP11	N	N
RAET1E	N	N
RAET1G	N	N
ULBP2	N	N
ULBP1	N	N
RAET1L	N	N
ULBP3	N	N
PPP1R14C	Y	N
IYD	N	N
PLEKHG1	N	N
MTHFD1L	N	N
AKAP12	N	Y
ZBTB2	N	N
RMND1	N	N
C6orf211	N	N
CCDC170	N	N
ESR1	N	Y
SYNE1	Y	N
MYCT1	N	N
VIP	N	Y
FBXO5	Y	N
MTRF1L	N	N
RGS17	N	N
AL590867.1	N	N
OPRM1	N	Y
IPCEF1	N	N
CNKSR3	N	N
SCAF8	N	N
TIAM2	N	N
